ID,Name_lang,Description_lang,ToastDescription_lang,CovenantID,Level,Icon,Flags,UiOrder,ItemID,SpellID,MountID,TransmogID,TransmogSetID,CharTitlesID,GarrFollowerID,TransmogIllusionID,QuestID,PlayerConditionID
43,,可在名望军需官处购买这些外观：|n- 腕部|n- 手|n- 腰部,有新的外观可用,3,16,0,0,1,0,0,0,0,2086,0,0,0,64508,0
44,,可在名望军需官处购买这些外观：|n- 背部|n- 腿部|n- 脚,有新的外观可用,3,26,0,0,0,0,0,0,0,2087,0,0,0,64508,0
45,,可在名望军需官处购买这些外观：|n- 头部|n- 肩膀|n- 胸部,有新的外观可用,3,32,0,0,1,0,0,0,0,2089,0,0,0,64508,0
48,灵魂羁绊升级：织梦者,你可以使用织梦者的第六行灵魂羁绊专长。,解锁新的一行织梦者灵魂羁绊,3,21,3684882,2,0,0,0,0,0,0,0,0,0,64508,0
50,世界任务奖励,你的世界任务奖励的物品等级有了提升。,从世界任务获得的最高物品等级提升,3,19,236668,0,1,0,0,0,0,0,0,0,0,63221,88687
51,灵魂羁绊升级：尼娅,你可以使用尼娅的第七行灵魂羁绊专长。,解锁新的一行尼娅灵魂羁绊,3,25,3684884,2,0,0,0,0,0,0,0,0,0,64508,0
52,灵魂羁绊升级：织梦者,你可以使用织梦者的第七行灵魂羁绊专长。,解锁新的一行织梦者灵魂羁绊,3,29,3684882,2,0,0,0,0,0,0,0,0,0,64508,0
53,,你可以与守护者暮花谈一谈从而招募这名冒险者。,有新的冒险者可用,3,33,0,0,0,0,0,0,0,0,0,1287,0,64508,0
55,灵魂羁绊升级：柯莱恩,你可以使用柯莱恩的第七行灵魂羁绊专长。,解锁新的一行柯莱恩灵魂羁绊,3,28,3684885,2,0,0,0,0,0,0,0,0,0,64508,0
59,,你可以与守护者暮花谈一谈从而招募这名冒险者。,有新的冒险者可用,3,38,0,0,0,0,0,0,0,0,0,1288,0,64508,0
62,,,坐骑解锁,3,39,0,0,0,0,0,1357,0,0,0,0,0,62415,0
63,,,头衔解锁,3,40,3641394,1,0,0,0,0,0,0,681,0,0,64508,0
64,,,有新的外观可用,3,34,0,0,0,0,0,0,113566,0,0,0,0,0,0
67,,你可以与科罗斯谈一谈从而招募这名冒险者。,有新的冒险者可用,1,4,0,0,0,0,0,0,0,0,0,1270,0,0,85540
68,,你可以与科罗斯谈一谈从而招募这名冒险者。,有新的冒险者可用,1,4,0,0,0,0,0,0,0,0,0,1271,0,0,85541
69,灵魂羁绊升级：裴拉戈斯,你可以使用裴拉戈斯的第三行灵魂羁绊专长。,解锁新的一行裴拉戈斯灵魂羁绊,1,3,3684898,2,0,0,0,0,0,0,0,0,0,64508,0
75,世界任务奖励,你的世界任务奖励的物品等级有了提升。,从世界任务获得的最高物品等级提升,1,10,236668,0,1,0,0,0,0,0,0,0,0,63220,88686
78,世界任务奖励,你的世界任务奖励的物品等级有了提升。,从世界任务获得的最高物品等级提升,1,19,236668,0,1,0,0,0,0,0,0,0,0,63221,88687
81,灵魂羁绊升级：裴拉戈斯,你可以使用裴拉戈斯的第四行灵魂羁绊专长。,解锁新的一行裴拉戈斯灵魂羁绊,1,7,3684898,2,0,0,0,0,0,0,0,0,0,64508,0
82,灵魂羁绊升级：裴拉戈斯,你可以使用裴拉戈斯的第五行灵魂羁绊专长。,解锁新的一行裴拉戈斯灵魂羁绊,1,10,3684898,2,0,0,0,0,0,0,0,0,0,64508,0
83,灵魂羁绊升级：裴拉戈斯,你可以使用裴拉戈斯的第六行灵魂羁绊专长。,解锁新的一行裴拉戈斯灵魂羁绊,1,21,3684898,2,0,0,0,0,0,0,0,0,0,64508,0
84,灵魂羁绊升级：裴拉戈斯,你可以使用裴拉戈斯的第七行灵魂羁绊专长。,解锁新的一行裴拉戈斯灵魂羁绊,1,25,3684898,2,0,0,0,0,0,0,0,0,0,64508,0
85,灵魂羁绊升级：克雷雅,你可以使用克雷雅的第四行灵魂羁绊专长。,解锁新的一行克雷雅灵魂羁绊,1,9,3684897,2,0,0,0,0,0,0,0,0,0,64508,0
86,灵魂羁绊升级：克雷雅,你可以使用克雷雅的第五行灵魂羁绊专长。,解锁新的一行克雷雅灵魂羁绊,1,13,3684897,2,1,0,0,0,0,0,0,0,0,0,0
87,灵魂羁绊升级：克雷雅,你可以使用克雷雅的第六行灵魂羁绊专长。,解锁新的一行克雷雅灵魂羁绊,1,18,3684897,2,0,0,0,0,0,0,0,0,0,64508,0
88,灵魂羁绊升级：克雷雅,你可以使用克雷雅的第七行灵魂羁绊专长。,解锁新的一行克雷雅灵魂羁绊,1,28,3684897,2,0,0,0,0,0,0,0,0,0,64508,0
90,灵魂羁绊升级：米卡尼科斯,你可以使用米卡尼科斯的第七行灵魂羁绊专长。,解锁新的一行米卡尼科斯灵魂羁绊,1,29,3684894,2,0,0,0,0,0,0,0,0,0,64508,0
91,,你可以与科罗斯谈一谈从而招募这名冒险者。,有新的冒险者可用,1,12,0,0,0,0,0,0,0,0,0,1272,0,64508,0
92,,你可以与科罗斯谈一谈从而招募这名冒险者。,有新的冒险者可用,1,17,0,0,1,0,0,0,0,0,0,1273,0,0,0
93,,你可以与科罗斯谈一谈从而招募这名冒险者。,有新的冒险者可用,1,27,0,0,0,0,0,0,0,0,0,1276,0,64508,0
94,,你可以与科罗斯谈一谈从而招募这名冒险者。,有新的冒险者可用,1,33,0,0,0,0,0,0,0,0,0,1275,0,64508,0
95,,你可以与科罗斯谈一谈从而招募这名冒险者。,有新的冒险者可用,1,38,0,0,0,0,0,0,0,0,0,1274,0,64508,0
100,,可在名望军需官处购买找到的这段回忆。,可获取新找到的回忆,1,14,0,0,0,183249,0,0,0,0,0,0,0,64508,0
103,,你将可以在名望军需官处领养竖羽。,可获取伙伴宠物,1,27,0,0,1,184350,0,0,0,0,0,0,0,0,0
104,,可在名望军需官处购买这些外观：|n- 腕部|n- 手|n- 腰部,有新的外观可用,1,16,0,0,1,0,0,0,0,2124,0,0,0,64508,0
105,,可在名望军需官处购买这些外观：|n- 背部|n- 腿部|n- 脚,有新的外观可用,1,26,0,0,0,0,0,0,0,2125,0,0,0,64508,0
106,,可在名望军需官处购买这些外观：|n- 头部|n- 肩膀|n- 胸部,有新的外观可用,1,32,0,0,1,0,0,0,0,2126,0,0,0,64508,0
108,,,有新的外观可用,1,34,0,0,0,0,0,0,113552,0,0,0,0,0,0
109,,,坐骑解锁,1,39,0,0,0,0,0,1399,0,0,0,0,0,62927,0
110,,,头衔解锁,1,40,3641395,1,0,0,0,0,0,0,678,0,0,64508,0
112,,,有新的外观可用,1,6,0,0,0,0,0,0,113546,0,0,0,0,64508,0
113,,格里恩炉石玩具会在名望军需官处出售。,可获取格里恩炉石,1,11,0,0,1,184353,0,0,0,0,0,0,0,0,0
114,,幻象：超然之魂会在名望军需官处出售。,可获取幻象：超然之魂,1,36,0,0,0,0,0,0,0,0,0,0,66,64508,0
117,灵魂羁绊升级：娜德佳,你可以使用娜德佳的第三行灵魂羁绊专长。,解锁新的一行娜德佳灵魂羁绊,2,3,3485243,2,0,0,0,0,0,0,0,0,0,64508,0
118,灵魂羁绊升级：娜德佳,你可以使用娜德佳的第四行灵魂羁绊专长。,解锁新的一行娜德佳灵魂羁绊,2,7,3485243,2,0,0,0,0,0,0,0,0,0,64508,0
119,灵魂羁绊升级：娜德佳,你可以使用娜德佳的第五行灵魂羁绊专长。,解锁新的一行娜德佳灵魂羁绊,2,10,3485243,2,0,0,0,0,0,0,0,0,0,64508,0
120,灵魂羁绊升级：娜德佳,你可以使用娜德佳的第六行灵魂羁绊专长。,解锁新的一行娜德佳灵魂羁绊,2,21,3485243,2,0,0,0,0,0,0,0,0,0,64508,0
121,灵魂羁绊升级：娜德佳,你可以使用娜德佳的第七行灵魂羁绊专长。,解锁新的一行娜德佳灵魂羁绊,2,25,3485243,2,0,0,0,0,0,0,0,0,0,64508,0
123,灵魂羁绊升级：西塔尔,你可以使用西塔尔的第四行灵魂羁绊专长。,解锁新的一行西塔尔灵魂羁绊,2,9,3485244,2,0,0,0,0,0,0,0,0,0,64508,0
124,灵魂羁绊升级：西塔尔,你可以使用西塔尔的第五行灵魂羁绊专长。,解锁新的一行西塔尔灵魂羁绊,2,13,3485244,2,1,0,0,0,0,0,0,0,0,0,0
125,灵魂羁绊升级：西塔尔,你可以使用西塔尔的第六行灵魂羁绊专长。,解锁新的一行西塔尔灵魂羁绊,2,18,3485244,2,0,0,0,0,0,0,0,0,0,64508,0
126,灵魂羁绊升级：西塔尔,你可以使用西塔尔的第七行灵魂羁绊专长。,解锁新的一行西塔尔灵魂羁绊,2,28,3485244,2,0,0,0,0,0,0,0,0,0,64508,0
128,灵魂羁绊升级：德莱文将军,你可以使用德莱文将军的第七行灵魂羁绊专长。,解锁新的一行德莱文灵魂羁绊,2,29,3485245,2,0,0,0,0,0,0,0,0,0,64508,0
129,,你可以与战术家莎卡雅谈一谈从而招募这名冒险者。,有新的冒险者可用,2,4,0,0,0,0,0,0,0,0,0,1250,0,64508,0
130,,你可以与战术家莎卡雅谈一谈从而招募这名冒险者。,有新的冒险者可用,2,12,0,0,0,0,0,0,0,0,0,1251,0,64508,0
131,,你可以与战术家莎卡雅谈一谈从而招募这名冒险者。,有新的冒险者可用,2,17,0,0,1,0,0,0,0,0,0,1252,0,0,0
132,,你可以与战术家莎卡雅谈一谈从而招募这名冒险者。,有新的冒险者可用,2,27,0,0,0,0,0,0,0,0,0,1254,0,64508,0
133,,你可以与战术家莎卡雅谈一谈从而招募这名冒险者。,有新的冒险者可用,2,33,0,0,0,0,0,0,0,0,0,1255,0,64508,0
134,,你可以与战术家莎卡雅谈一谈从而招募这名冒险者。,有新的冒险者可用,2,38,0,0,0,0,0,0,0,0,0,1253,0,64508,0
139,世界任务奖励,你的世界任务奖励的物品等级有了提升。,从世界任务获得的最高物品等级提升,2,10,236668,0,1,0,0,0,0,0,0,0,0,63220,88686
142,世界任务奖励,你的世界任务奖励的物品等级有了提升。,从世界任务获得的最高物品等级提升,2,19,236668,0,1,0,0,0,0,0,0,0,0,63221,88687
149,,可在名望军需官处购买找到的这段回忆。,可获取新找到的回忆,2,14,0,0,0,183249,0,0,0,0,0,0,0,64508,0
152,,此外观将开放购买。,有新的外观可用,2,6,0,0,0,0,0,0,114934,0,0,0,0,64508,0
153,,可在名望军需官处购买这些外观：|n- 腕部|n- 手|n- 腰部,有新的外观可用,2,16,0,0,1,0,0,0,0,2099,0,0,0,64508,0
154,,可在名望军需官处购买这些外观：|n- 背部|n- 腿部|n- 脚,有新的外观可用,2,26,0,0,0,0,0,0,0,2100,0,0,0,64508,0
155,,可在名望军需官处购买这些外观：|n- 头部|n- 肩膀|n- 胸部,有新的外观可用,2,32,0,0,1,0,0,0,0,2101,0,0,0,64508,0
156,,,有新的外观可用,2,34,0,0,0,0,0,0,114927,0,0,0,0,0,0
158,,,坐骑解锁,2,39,0,0,0,0,0,1388,0,0,0,0,0,62925,0
159,,,头衔解锁,2,40,3641397,1,0,0,0,0,0,0,682,0,0,0,88267
160,,,头衔解锁,2,40,3641397,1,0,0,0,0,0,0,683,0,0,64508,88266
161,,你将可以在名望军需官处领养罪心。,可获取伙伴宠物,2,27,0,0,1,181555,0,0,0,0,0,0,0,0,0
162,,幻象：罪孽之怒会在名望军需官处出售。,可获取幻象：罪孽之怒,2,36,0,0,0,0,0,0,0,0,0,0,67,64508,0
163,,温西尔罪碑玩具会在名望军需官处出售。,可获取温西尔罪碑,2,11,0,0,1,183716,0,0,0,0,0,0,0,0,0
166,灵魂羁绊升级：马里莱斯,你可以使用魔药设计师马里莱斯的第三行灵魂羁绊专长。,解锁新的一行马里莱斯灵魂羁绊,4,3,3684879,2,0,0,0,0,0,0,0,0,0,64508,0
167,灵魂羁绊升级：马里莱斯,你可以使用魔药设计师马里莱斯的第四行灵魂羁绊专长。,解锁新的一行马里莱斯灵魂羁绊,4,9,3684879,2,0,0,0,0,0,0,0,0,0,64508,0
168,灵魂羁绊升级：马里莱斯,你可以使用魔药设计师马里莱斯的第五行灵魂羁绊专长。,解锁新的一行马里莱斯灵魂羁绊,4,10,3684879,2,0,0,0,0,0,0,0,0,0,64508,0
169,灵魂羁绊升级：马里莱斯,你可以使用魔药设计师马里莱斯的第六行灵魂羁绊专长。,解锁新的一行马里莱斯灵魂羁绊,4,21,3684879,2,0,0,0,0,0,0,0,0,0,64508,0
170,灵魂羁绊升级：马里莱斯,你可以使用魔药设计师马里莱斯的第七行灵魂羁绊专长。,解锁新的一行马里莱斯灵魂羁绊,4,25,3684879,2,0,0,0,0,0,0,0,0,0,64508,0
172,灵魂羁绊升级：艾米妮,你可以使用艾米妮公主的第四行灵魂羁绊专长。,解锁新的一行艾米妮灵魂羁绊,4,7,3684875,2,0,0,0,0,0,0,0,0,0,64508,0
173,灵魂羁绊升级：艾米妮,你可以使用艾米妮公主的第五行灵魂羁绊专长。,解锁新的一行艾米妮灵魂羁绊,4,13,3684875,2,1,0,0,0,0,0,0,0,0,0,0
174,灵魂羁绊升级：艾米妮,你可以使用艾米妮公主的第六行灵魂羁绊专长。,解锁新的一行艾米妮灵魂羁绊,4,18,3684875,2,0,0,0,0,0,0,0,0,0,64508,0
175,灵魂羁绊升级：艾米妮,你可以使用艾米妮公主的第七行灵魂羁绊专长。,解锁新的一行艾米妮灵魂羁绊,4,28,3684875,2,0,0,0,0,0,0,0,0,0,64508,0
177,灵魂羁绊升级：海尔米尔,你可以使用骨匠海尔米尔的第七行灵魂羁绊专长。,解锁新的一行海尔米尔灵魂羁绊,4,29,3684892,2,0,0,0,0,0,0,0,0,0,64508,0
183,世界任务奖励,你的世界任务奖励的物品等级有了提升。,从世界任务获得的最高物品等级提升,4,10,236668,0,1,0,0,0,0,0,0,0,0,63220,88686
186,世界任务奖励,你的世界任务奖励的物品等级有了提升。,从世界任务获得的最高物品等级提升,4,19,236668,0,1,0,0,0,0,0,0,0,0,63221,88687
193,,你可以与梅里克·菲尔德斯卡谈一谈从而招募这名冒险者。,有新的冒险者可用,4,4,0,0,0,0,0,0,0,0,0,1300,0,64508,0
194,,你可以与梅里克·菲尔德斯卡谈一谈从而招募这名冒险者。,有新的冒险者可用,4,12,0,0,0,0,0,0,0,0,0,1301,0,64508,0
195,,你可以与梅里克·菲尔德斯卡谈一谈从而招募这名冒险者。,有新的冒险者可用,4,17,0,0,1,0,0,0,0,0,0,1302,0,0,0
196,,你可以与梅里克·菲尔德斯卡谈一谈从而招募这名冒险者。,有新的冒险者可用,4,27,0,0,0,0,0,0,0,0,0,1303,0,64508,0
197,,你可以与梅里克·菲尔德斯卡谈一谈从而招募这名冒险者。,有新的冒险者可用,4,33,0,0,0,0,0,0,0,0,0,1304,0,64508,0
198,,你可以与梅里克·菲尔德斯卡谈一谈从而招募这名冒险者。,有新的冒险者可用,4,38,0,0,0,0,0,0,0,0,0,1305,0,64508,0
199,,可在名望军需官处购买找到的这段回忆。,可获取新找到的回忆,4,14,0,0,0,183249,0,0,0,0,0,0,0,64508,0
202,,,有新的外观可用,4,6,0,0,0,0,0,0,113745,0,0,0,0,64508,0
203,,,有新的外观可用,4,34,0,0,0,0,0,0,113749,0,0,0,0,0,0
204,,幻象：不破决心会在名望军需官处出售。,可获取幻象：不破决心,4,36,0,0,0,0,0,0,0,0,0,0,70,64508,0
205,,通灵领主炉石玩具会在名望军需官处出售。,可获取通灵领主炉石,4,11,0,0,1,182773,0,0,0,0,0,0,0,0,0
206,,你将可以在名望军需官处领养摇摇。,可获取伙伴宠物,4,27,0,0,1,183601,0,0,0,0,0,0,0,0,0
207,,可在名望军需官处购买这些外观：|n- 腕部|n- 手|n- 腰部,有新的外观可用,4,16,0,0,1,0,0,0,0,2111,0,0,0,64508,0
208,,可在名望军需官处购买这些外观：|n- 背部|n- 腿部|n- 脚,有新的外观可用,4,26,0,0,0,0,0,0,0,2112,0,0,0,64508,0
209,,可在名望军需官处购买这些外观：|n- 头部|n- 肩膀|n- 胸部,有新的外观可用,4,32,0,0,1,0,0,0,0,2113,0,0,0,64508,0
210,,,坐骑解锁,4,39,0,0,0,0,0,1369,0,0,0,0,0,62926,0
212,,,头衔解锁,4,40,3641396,1,0,0,0,0,0,0,679,0,0,0,88267
213,,,头衔解锁,4,40,3641396,1,0,0,0,0,0,0,680,0,0,64508,88266
216,,可在名望军需官处购买此坐骑。,可获取新坐骑,3,23,0,0,0,0,0,1354,0,0,0,0,0,64508,0
225,格里恩战役：钟声,你可以开始格里恩战役的下一章了。完成此章节后掌炉宗师米卡尼科斯就会成为你的灵魂羁绊。,可接到新的战役任务,1,22,1500886,1,0,0,0,0,0,0,0,0,0,64508,0
226,通灵领主战役：突袭祭仪密院,你可以开始通灵领主战役的下一章了。完成此章节后骨匠海尔米尔就会成为你的灵魂羁绊。,可接到新的战役任务,4,22,1500887,1,0,0,0,0,0,0,0,0,0,64508,0
227,温西尔战役：统御,你可以开始温西尔战役的下一章了。完成此章节后德莱文将军就会成为你的灵魂羁绊。,可接到新的战役任务,2,22,1500885,1,0,0,0,0,0,0,0,0,0,64508,0
228,,可在名望军需官处购买此坐骑。,可获取新坐骑,1,23,0,0,0,0,0,1398,0,0,0,0,0,64508,0
229,,可在名望军需官处购买此坐骑。,可获取新坐骑,4,23,0,0,0,0,0,1365,0,0,0,0,0,64508,0
230,,可在名望军需官处购买此坐骑。,可获取新坐骑,2,23,0,0,0,0,0,1384,0,0,0,0,0,64508,0
231,,可在名望军需官处购买这些外观：|n- 腕部|n- 手|n- 腰部,有新的外观可用,4,16,0,0,1,0,0,0,0,2114,0,0,0,0,0
232,,可在名望军需官处购买这些外观：|n- 腕部|n- 手|n- 腰部,有新的外观可用,4,16,0,0,1,0,0,0,0,2117,0,0,0,0,0
233,,可在名望军需官处购买这些外观：|n- 腕部|n- 手|n- 腰部,有新的外观可用,4,16,0,0,1,0,0,0,0,2120,0,0,0,0,0
234,,可在名望军需官处购买这些外观：|n- 腕部|n- 手|n- 腰部,有新的外观可用,3,16,0,0,1,0,0,0,0,2090,0,0,0,0,0
235,,可在名望军需官处购买这些外观：|n- 腕部|n- 手|n- 腰部,有新的外观可用,3,16,0,0,1,0,0,0,0,2093,0,0,0,0,0
236,,可在名望军需官处购买这些外观：|n- 腕部|n- 手|n- 腰部,有新的外观可用,3,16,0,0,1,0,0,0,0,2096,0,0,0,0,0
237,,你和法夜的关系变得越加深厚，移动速度提高1%。,移动速度提高,3,2,0,0,0,0,344052,0,0,0,0,0,0,62745,0
238,,你和法夜的关系变得越加深厚，移动速度提高1%。,移动速度提高,3,19,0,0,0,0,344053,0,0,0,0,0,0,62746,0
239,,你和法夜的关系变得越加深厚，移动速度提高1%。,移动速度提高,3,35,0,0,0,0,344057,0,0,0,0,0,0,62747,0
240,,你和通灵领主的关系变得越加深厚，移动速度提高1%。,移动速度提高,4,2,0,0,0,0,344076,0,0,0,0,0,0,62752,0
241,,你和通灵领主的关系变得越加深厚，移动速度提高1%。,移动速度提高,4,19,0,0,0,0,344077,0,0,0,0,0,0,62753,0
242,,你和通灵领主的关系变得越加深厚，移动速度提高1%。,移动速度提高,4,35,0,0,0,0,344078,0,0,0,0,0,0,62754,0
243,,你和温西尔的关系变得越加深厚，移动速度提高1%。,移动速度提高,2,2,0,0,0,0,344068,0,0,0,0,0,0,62749,0
244,,你和温西尔的关系变得越加深厚，移动速度提高1%。,移动速度提高,2,19,0,0,0,0,344069,0,0,0,0,0,0,62750,0
245,,你和温西尔的关系变得越加深厚，移动速度提高1%。,移动速度提高,2,35,0,0,0,0,344070,0,0,0,0,0,0,62751,0
246,,你和格里恩的关系变得越加深厚，移动速度提高1%。,移动速度提高,1,2,0,0,0,0,344087,0,0,0,0,0,0,62755,0
247,,你和格里恩的关系变得越加深厚，移动速度提高1%。,移动速度提高,1,19,0,0,0,0,344089,0,0,0,0,0,0,62756,0
248,,你和格里恩的关系变得越加深厚，移动速度提高1%。,移动速度提高,1,35,0,0,0,0,344091,0,0,0,0,0,0,62757,0
250,,可在名望军需官处购买这些外观：|n- 背部|n- 腿部|n- 脚,有新的外观可用,3,26,0,0,0,0,0,0,0,2091,0,0,0,0,0
251,,可在名望军需官处购买这些外观：|n- 背部|n- 腿部|n- 脚,有新的外观可用,3,26,0,0,0,0,0,0,0,2094,0,0,0,0,0
252,,可在名望军需官处购买这些外观：|n- 背部|n- 腿部|n- 脚,有新的外观可用,3,26,0,0,0,0,0,0,0,2097,0,0,0,0,0
253,,可在名望军需官处购买这些外观：|n- 头部|n- 肩膀|n- 胸部,有新的外观可用,3,32,0,0,1,0,0,0,0,2092,0,0,0,0,0
254,,可在名望军需官处购买这些外观：|n- 头部|n- 肩膀|n- 胸部,有新的外观可用,3,32,0,0,1,0,0,0,0,2095,0,0,0,0,0
255,,可在名望军需官处购买这些外观：|n- 头部|n- 肩膀|n- 胸部,有新的外观可用,3,32,0,0,1,0,0,0,0,2098,0,0,0,0,0
256,,可在名望军需官处购买这些外观：|n- 背部|n- 腿部|n- 脚,有新的外观可用,4,26,0,0,0,0,0,0,0,2115,0,0,0,0,0
257,,可在名望军需官处购买这些外观：|n- 背部|n- 腿部|n- 脚,有新的外观可用,4,26,0,0,0,0,0,0,0,2118,0,0,0,0,0
258,,可在名望军需官处购买这些外观：|n- 背部|n- 腿部|n- 脚,有新的外观可用,4,26,0,0,0,0,0,0,0,2121,0,0,0,0,0
259,,可在名望军需官处购买这些外观：|n- 头部|n- 肩膀|n- 胸部,有新的外观可用,4,32,0,0,1,0,0,0,0,2116,0,0,0,0,0
260,,可在名望军需官处购买这些外观：|n- 头部|n- 肩膀|n- 胸部,有新的外观可用,4,32,0,0,1,0,0,0,0,2119,0,0,0,0,0
261,,可在名望军需官处购买这些外观：|n- 头部|n- 肩膀|n- 胸部,有新的外观可用,4,32,0,0,1,0,0,0,0,2122,0,0,0,0,0
262,,可在名望军需官处购买这些外观：|n- 腕部|n- 手|n- 腰部,有新的外观可用,2,16,0,0,1,0,0,0,0,2102,0,0,0,0,0
263,,可在名望军需官处购买这些外观：|n- 腕部|n- 手|n- 腰部,有新的外观可用,2,16,0,0,1,0,0,0,0,2105,0,0,0,0,0
264,,可在名望军需官处购买这些外观：|n- 腕部|n- 手|n- 腰部,有新的外观可用,2,16,0,0,1,0,0,0,0,2108,0,0,0,0,0
265,,可在名望军需官处购买这些外观：|n- 背部|n- 腿部|n- 脚,有新的外观可用,2,26,0,0,0,0,0,0,0,2103,0,0,0,0,0
266,,可在名望军需官处购买这些外观：|n- 背部|n- 腿部|n- 脚,有新的外观可用,2,26,0,0,0,0,0,0,0,2106,0,0,0,0,0
267,,可在名望军需官处购买这些外观：|n- 背部|n- 腿部|n- 脚,有新的外观可用,2,26,0,0,0,0,0,0,0,2109,0,0,0,0,0
268,,可在名望军需官处购买这些外观：|n- 头部|n- 肩膀|n- 胸部,有新的外观可用,2,32,0,0,1,0,0,0,0,2104,0,0,0,0,0
269,,可在名望军需官处购买这些外观：|n- 头部|n- 肩膀|n- 胸部,有新的外观可用,2,32,0,0,1,0,0,0,0,2107,0,0,0,0,0
270,,可在名望军需官处购买这些外观：|n- 头部|n- 肩膀|n- 胸部,有新的外观可用,2,32,0,0,1,0,0,0,0,2110,0,0,0,0,0
271,,可在名望军需官处购买这些外观：|n- 腕部|n- 手|n- 腰部,有新的外观可用,1,16,0,0,1,0,0,0,0,2127,0,0,0,0,0
272,,可在名望军需官处购买这些外观：|n- 腕部|n- 手|n- 腰部,有新的外观可用,1,16,0,0,1,0,0,0,0,2130,0,0,0,0,0
273,,可在名望军需官处购买这些外观：|n- 腕部|n- 手|n- 腰部,有新的外观可用,1,16,0,0,1,0,0,0,0,2133,0,0,0,0,0
274,,可在名望军需官处购买这些外观：|n- 背部|n- 腿部|n- 脚,有新的外观可用,1,26,0,0,0,0,0,0,0,2128,0,0,0,0,0
275,,可在名望军需官处购买这些外观：|n- 背部|n- 腿部|n- 脚,有新的外观可用,1,26,0,0,0,0,0,0,0,2131,0,0,0,0,0
276,,可在名望军需官处购买这些外观：|n- 背部|n- 腿部|n- 脚,有新的外观可用,1,26,0,0,0,0,0,0,0,2134,0,0,0,0,0
277,,可在名望军需官处购买这些外观：|n- 头部|n- 肩膀|n- 胸部,有新的外观可用,1,32,0,0,1,0,0,0,0,2129,0,0,0,0,0
278,,可在名望军需官处购买这些外观：|n- 头部|n- 肩膀|n- 胸部,有新的外观可用,1,32,0,0,1,0,0,0,0,2132,0,0,0,0,0
279,,可在名望军需官处购买这些外观：|n- 头部|n- 肩膀|n- 胸部,有新的外观可用,1,32,0,0,1,0,0,0,0,2135,0,0,0,0,0
